Bin	Label	Prob	Compound Name	Rank	Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.376	[439196] L-dithiothreitol 2 [17.086]	18	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.004	[97856] guanidinosuccinic acid 1 [17.108]	59	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.022	[92907] N-alpha-acetyl-L-lysine 1 [17.432]	39	Full Model
18_CombinedMet__21Aug20_GC02 & 36	False Positive	0.774	[441032] D (+)altrose 1 [17.397]	11	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.014	[440274] N,N-dimethyl-L-histidine [17.365]	42	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.044	[515] 2-methylcitric acid 1 [17.057]	35	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.005	[8400] benzoin 2 [17.102]	54	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.002	[86] 3-hydroxyanthranilic acid 2 [17.071]	61	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.029	[9378] DL-p-hydroxyphenyllactic acid  [17.424]	38	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[4644] oxypurinol [17.037]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[1178] urocanic acid 1 [17.468]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[91637] 2-methylhippuric acid 2 [17.441]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[12364] adipamide 4 [17.071]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.007	[150923] 3-methyloxyindole 4 [17.013]	49	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.389	[16213610] glucuronic acid 1 [17.483]	17	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.371	[16213610] glucuronic acid 3 [17.483]	20	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[697] erythrose 4-phosphate 1 [17.498]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[158980] L-methionine sulfoxide 3 [17.038]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.001	[865] 2,6-diaminopimelic acid 1 [16.997]	67	Full Model
18_CombinedMet__21Aug20_GC02 & 36	False Positive	0.825	[441032] D (+)altrose 2 [17.46]	9	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.002	[70652] tyrosine methyl ester 2 [17.042]	61	Full Model
18_CombinedMet__21Aug20_GC02 & 36	False Positive	0.998	D-fructose [minor]	5	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.008	[PNNLMET0039] IS D-fructose 13C6 1(M) [17.471]	47	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.318	[979] 4-hydroxyphenylpyruvic acid 2 [17.501]	21	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[PNNLMET0074] sebasic acid [17.475]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.011	[n/a] 3-amino-3-(4-hydroxy-phenyl)-propionic acid 2 [17.502]	43	Full Model
18_CombinedMet__21Aug20_GC02 & 36	False Positive	0.77	[448388] D-allose 2 [17.521]	12	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[5459862] D-erythrose-4-phosphate 1 [17.508]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[6854] carbazole 1 [17.044]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[643801] methyl palmitoleate [17.466]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.376	[835] dehydroascorbic acid  3 [17.49]	18	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.056	[10250] lumazine [17.016]	33	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Positive	1	[2724552] tagatose 1 [17.011]	1	Full Model
18_CombinedMet__21Aug20_GC02 & 36	False Positive	0.555	glucosamine-1-phosphate	15	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[10805] 3-methoxy-4-hydroxyphenylglycol [16.969]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[91637] 2-methylhippuric acid 1 [16.972]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[5281166] jasmonic acid [16.962]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	L-lysine [minor]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.01	[16553] atrazin-2-hydroxy  3 [16.947]	45	Full Model
18_CombinedMet__21Aug20_GC02 & 36	False Positive	0.589	[94214] methyl-beta-D-galactopyranoside   [16.935]	14	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[161566] 4-hydroxy-3-methoxyphenyl-1-propane-1,2-diol [16.924]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.071	[979] 4-hydroxyphenylpyruvic acid 1 [16.939]	31	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[PNNLMET0004] methyl 3,4,5-trimethoxybenzoate [17.523]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	False Positive	0.871	[441035] talose 2 [17.584]	8	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[697] erythrose 4-phosphate 2 [17.589]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.001	[16217112] D-glucose-C-d7  2 [17.604]	67	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[601] D-Ala-D-Ala3 [16.898]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	False Positive	0.523	[PNNLMET0055] gluconolactone 1 [17.561]	16	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.002	[414] hydroxycotinine [17.569]	61	Full Model
18_CombinedMet__21Aug20_GC02 & 36	False Positive	1	D-fructose [major]	1	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.015	[11005] myristic acid [16.887]	41	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.004	[PNNLMET0039] IS D-fructose 13C6 2 [17.571]	59	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[5459862] D-erythrose-4-phosphate 2 [17.6]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.031	[16553] atrazin-2-hydroxy  4 [17.589]	37	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.001	[464] hippuric acid 2 [16.87]	67	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.001	[5816] adrenaline 1 [16.856]	67	Full Model
18_CombinedMet__21Aug20_GC02 & 36	False Positive	0.883	[PNNLMET0055] gluconolactone 2 [17.589]	6	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.002	[5816] (-)-epinephrine 1 [16.902]	61	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.186	[835] dehydroascorbic acid  1 [16.863]	26	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.002	[PNNLMET0014] 2,6-Dichloroindophenol 1 [16.865]	61	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0.002	[122357] D-erythrose 4-phosphate 1 [17.611]	61	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[254] 2,3-dihydroxybiphenyl [16.889]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 36	True Negative	0	[10241] 9-fluorenone [17.583]	75	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.003	[97856] guanidinosuccinic acid 3 [19.276]	16	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.117	[16218892] N-acetyl-D-glucosamine 2 [19.29]	6	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.008	[863] lipoamide 2 [19.198]	13	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[5280507] sinapyl alcohol 2 [19.24]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.002	[79437] 1,3,7-trimethyluric acid [19.274]	17	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[1670] 3-methoxytyrosine [19.216]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.073	[16218892] N-acetyl-D-glucosamine 1 [19.196]	7	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[681] dopamine (hydroxytyramine) [19.199]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.009	[PNNLMET0045] pristanic acid [19.259]	11	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.008	[123831] N,N-dimethylarginine [19.342]	13	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	3,5-dimethoxy-4-hydroxycinnamic acid [minor]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[68374] 7-methylxanthine [19.176]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[204] allantoin 3 [19.167]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[74840] N- carbobenzoxy-L-leucine 2 [19.167]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.002	[1175] uric acid 1 [19.331]	17	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.002	[440053] S(-)willardiine 1 [19.372]	17	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.002	[110992] 3-chloro-L-tyrosine 2 [19.154]	17	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.032	[PNNLMET0102] mevalonic acid 5 phosphate [19.080]	9	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.001	[2355] 5-methoxypsoralen [19.179]	24	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[6047] L-DOPA 2 [19.387]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.208	[892] scyllo-inositol [19.101]	5	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[10251] flavanone 1 [19.36]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.034	[656894] isopropyl beta-D-1-thiogalactopyranoside  [19.097]	8	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[10251] flavonone 1 [19.39]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.002	[3845] 4-hydroxyquinoline-2-carboxylic acid(kynurenic acid) [19.119]	17	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[6047] L-DOPA 1 [19.089]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[5280802] trans-3,5-dimethoxy-4-hydroxycinnamaldehyde [19.433]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.002	[273260] N-acetyl-L-histidine 1 [19.066]	17	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.001	[9316] methyl linolenate [19.432]	24	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.001	[397] indole-3-acetamide 2 [19.472]	24	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[5364509] methyl oleate [19.44]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	False Positive	0.617	[101713] glucoheptonic acid 1 [18.985]	3	Full Model
18_CombinedMet__21Aug20_GC02 & 52	False Positive	0.606	[PNNLMET0058] 3-indolepropionic acid 2[M] [19.419]	4	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.002	[1669] 3-methoxytyramine [19.014]	17	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[108172] octopine 1 [19.509]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[74840] N- carbobenzoxy-L-leucine 1 [18.994]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.024	[273260] N-acetyl-L-histidine 2 [19.507]	10	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	ferulic acid	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[10251] flavanone 2 [19.49]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.001	[20393] mono(2-ethylhexyl)phthalate [19.512]	24	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[160450] 3-amino-L-tyrosine 1 [19.524]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.001	[6724] acenaphthenequinone 1 [18.99]	24	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[10251] flavonone 2 [19.519]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.009	[676159] 1-methyl-L-tryptophan 1 [19.523]	11	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[5281654] 3-methylquercetin [19.516]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.008	[108172] octopine 2 [19.552]	13	Full Model
18_CombinedMet__21Aug20_GC02 & 52	False Positive	1	[PNNLMET0028] D-saccharic acid [19.929]	1	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Positive	1	[3037582] mucic acid [18.907]	1	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[4114] xanthotoxin 1 [18.981]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0.001	[446188] TES [19.569]	24	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[6724] acenaphthenequinone 2 [19.513]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[65270] cysteinylglycine 3 [18.946]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 52	True Negative	0	[10229] 9-phenanthrenol [19.551]	30	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Positive	1	[5280450] linoleic acid [20.399]	1	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.427	[445639] oleic acid [20.504]	2	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0	[11082] (+)-6-aminopenicillanic acid 4 [20.435]	31	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.002	[PNNLMET0047] IS stearic acid d35 [20.392]	25	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.008	[1826] 5-hydroxyindole-3-acetic acid  [20.437]	18	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.008	L-tryptophan [minor]	18	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.003	[3806] juglone [20.507]	24	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.012	[4130574] asp-glu 2 [20.553]	16	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.002	[676159] 1-methyl-L-tryptophan 3 [20.387]	25	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.012	[PNNLMET0048] L-kynurenine [20.466]	16	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.259	[6058] 2-aminoethanethiol 1 [20.388]	3	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.062	[67678] L-cystine 1 [20.526]	7	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.015	[PNNLMET0044] phytanic acid [20.270]	14	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.035	[PNNLMET0047] IS L-tryptophan d5 1 [20.486]	9	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.097	[221071] alpha-santonin 1 [20.581]	5	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.164	[1102] spermidine 1 [20.327]	4	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.007	[77093] phlorobenzophenone 1 [20.298]	20	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.002	[88958] 5-hydroxyindole-2-carboxylic acid 2 [20.305]	25	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.004	[26840] phytanic acid  [20.285]	21	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.001	[5367146] 2-hydroxychalcone 2 [20.305]	29	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.031	[803] indole-3-pyruvic acid [20.259]	10	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.004	[11082] (+)-6-aminopenicillanic acid 3 [20.256]	21	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0	[10680] flavone [20.661]	31	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.014	[421] dihydrolipoic acid [20.72]	15	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.051	[4130574] asp-glu 1 [20.234]	8	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.016	[6623] bisphenol A [20.679]	13	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.017	[5281] stearic acid [20.675]	12	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.024	[4114] xanthotoxin 2 [20.715]	11	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0	[PNNLMET0047] IS L-tryptophan d5 2 [20.625]	31	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.078	[1051] pyridoxal 5'-phosphate 1 [20.678]	6	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.001	[6053] methyl yellow [20.692]	29	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0	[440053] S(-)willardiine 2 [20.188]	31	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.004	[PNNLMET0061] 6-hydroxy-alpha-methylnaphthaleneacetic acid [20.102]	21	Full Model
18_CombinedMet__21Aug20_GC02 & 56	True Negative	0.002	[671] 1,4-dihydroxy-2-naphthoic acid [20.122]	25	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Positive	1	[PNNLMET0026] erythritol [13.176]	1	Full Model
21_isoErythritol__21Aug20_GC02 & 50	False Positive	1	[PNNLMET0027] D-threitol [13.128]	1	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[78092] 3-isochromanone [13.248]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.001	salicylic acid	37	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.006	[151138] 4-hydroxycyclohexanecarboxylic acid (cis) [13.164]	23	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.013	[73064] beta-glutamic acid [13.279]	13	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.009	L-aspartic acid [major]	15	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.006	[8299] acetol 1 [13.293]	23	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.022	L-pyroglutamic acid	9	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.001	[913] halostachine 2 [13.201]	37	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[10820] 4-isopropylbenzoic acid [13.247]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.008	L-methionine [major]	17	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.006	[8897] iminodiacetic acid 2 [13.285]	23	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.016	[412] nornicotine [13.255]	10	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.002	[n/a] L-glutamic acid-2,3,3,4,4-d5 1 [13.329]	34	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[597] cytosine 2 [13.255]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[n/a] L-glutamic acid-2,3,3,4,4-d5 3 (dehydrated) [13.208]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[5280451] maleamic acid 2 [13.341]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[500] 4-guanidinobutyric acid 2 [13.348]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[125] 4-hydroxybenzyl alcohol [13.085]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.006	[26548] 4-hydroxybenzyl cyanide [13.161]	23	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.001	[PNNLMET0020] purine [13.095 ]RI=1193.5,  13.0947 min STD007	37	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	L-glutamic acid [minor]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.001	[403] 4-aminophenol 2 [13.324]	37	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.004	[500] 4-guanidinobutyric acid 1 [13.116]	31	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.007	[PNNLMET0080]adipic acid [13.119]	21	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.014	[150923] 3-methyloxyindole 2 [13.348]	11	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.099	[5351896] trans-3-hexenedioic acid [13.08]	5	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[268779] N-methylglutamic acid 2 [13.38]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[115288] 2-amino-2-norbornanecarboxylic acid  3 [13.389]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[268779] N-methyl-DL-glutamic acid 1 [13.345]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.006	[11915] benzoylformic acid 2 [13.386]	23	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[7478] p-anisic acid [13.247]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.038	[11847] 2,6-dibromophenol [13.391]	7	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[126] 4-hydroxybenzaldehyde  2 [13.030]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[660] dihydrocoumarin 1 [13.066]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.008	[601] D-Ala-D-Ala 1 [13.363]	17	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.002	[980] 4-nitrophenol [13.075]	34	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.007	[18189] 4-acetamidobutyric acid 2 [13.058]	21	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.008	[PNNLMET0103] mevalonic acid 1 [13.446]	17	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[70914] N-acetyl-L-glutamic acid 1 [13.063]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.005	[3314] eugenol [12.761]	29	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[7911] malonamide 3 [12.993]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[568] dibenzofuran [13.402]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.001	[1057] pyrogallol [13.456]	37	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.008	[93556] 5,6-dihydrothymine [12.930]	17	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.003	[150923] 3-methyloxyindole 1 [12.949]	33	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.014	[115288] 2-amino-2-norbornanecarboxylic acid  4 [13.514]	11	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.006	[5801] 2-aminophenol 3 [13.489]	23	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[13000987] L-phenylalanine-phenyl-d5-2,3,3-d3 1 [13.496]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[7456] methylparaben [12.905]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[67069] N-methylanthranilic acid 1 [13.522]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[126] 4-hydroxybenzaldehyde 1 [12.878]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.004	[6038] 2-hydroxyquinoline  1 [12.903]	31	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.013	[13622] 3-methoxycatechol [12.849]	13	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.002	[151491] 3-(1-pyrazolyl)-L-alanine  [13.511]	34	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.071	[12005] 2,4-dibromophenol [13.58]	6	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	L-phenylalanine [minor]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.009	[444539] cinnamic acid [13.530]	15	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[5810] trans-4-hydroxy-L-proline 2 [13.524]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[166768] 4-hydroxymandelonitrile 1 [12.851]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[18189] 4-acetamidobutyric acid 1 [12.863]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	False Positive	0.685	[92824] D-malic acid [12.794]	3	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.03	[151138] 4-hydroxycyclohexanecarboxylic acid (trans) [12.798]	8	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.005	[12663] 4-hydroxy-6-methyl-2-pyrone [12.806]	29	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0	[77341] 4-nitroquinoline [13.643]	42	Full Model
21_isoErythritol__21Aug20_GC02 & 50	True Negative	0.275	[439766] citramalic acid [12.753]	4	Full Model
24_DMannitol__21Aug20_GC02 & 54	True Positive	1	[6251] D-mannitol [18.130]	1	Full Model
24_DMannitol__21Aug20_GC02 & 54	False Positive	0.594	[802] 3-indoleacetic acid [18.089]	10	Full Model
24_DMannitol__21Aug20_GC02 & 54	True Negative	0	[11082] (+)-6-aminopenicillanic acid 1 [18.073]	37	Full Model
24_DMannitol__21Aug20_GC02 & 54	False Positive	0.827	D-galactose [minor]	6	Full Model
24_DMannitol__21Aug20_GC02 & 54	True Negative	0.116	[397] indole-3-acetamide 1 [18.115]	19	Full Model
24_DMannitol__21Aug20_GC02 & 54	True Negative	0	[2682] 1-hexadecanol, (cetyl alcohol) [18.108]	37	Full Model
24_DMannitol__21Aug20_GC02 & 54	False Positive	0.665	[835] dehydroascorbic acid  6 [18.006]	8	Full Model
24_DMannitol__21Aug20_GC02 & 54	True Negative	0.118	[PNNLMET0023] D-glucuronic acid 1(M) [18.150]	17	Full Model
24_DMannitol__21Aug20_GC02 & 54	False Positive	0.986	D-glucose [minor]	3	Full Model
24_DMannitol__21Aug20_GC02 & 54	True Negative	0	methyl ferulate	37	Full Model
24_DMannitol__21Aug20_GC02 & 54	True Negative	0	[PNNLMET0001] methyl ferulate [18.037]	37	Full Model
24_DMannitol__21Aug20_GC02 & 54	True Negative	0	[5816] (-)-epinephrine 2 [18.081]	37	Full Model
24_DMannitol__21Aug20_GC02 & 54	True Negative	0	[2682] 1-hexadecanol [18.045]	37	Full Model
24_DMannitol__21Aug20_GC02 & 54	True Negative	0.117	[5816] adrenaline 2 [18.041]	18	Full Model
